symbol,year,layer,field,vlm_value,ref_value,detail,resolution
HTL,2021,L3,Sales,1838895.0,463.233,YoY x3969.7,
HTL,2022,L2,cash,657141796,299804.0,prior-year overlap,
HTL,2022,L2,revenue,17739037,3428306.0,prior-year overlap,
HTL,2022,L2,total_assets,9137441272,8216597.0,prior-year overlap,
HTL,2022,L2,total_equity,4142546756,3869872.0,prior-year overlap,
HTL,2022,L2,total_liabilities,4994894516,4346725.0,prior-year overlap,
HTL,2022,L3,Eq,4142546756,3232954.0,YoY x1281.4,
HTL,2022,L3,Sales,17739037,1838895.0,YoY x9.6,
HTL,2022,L3,TA,9137441272,5071378.0,YoY x1801.8,
HTL,2022,L5,cash,657141796,461993.0,VLM vs parser,
HTL,2022,L5,cost_of_sales,6216702,-2400114.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
HTL,2022,L5,current_assets,4516218023,2401202.0,VLM vs parser,
HTL,2022,L5,current_liabilities,4436064158,1874365.0,VLM vs parser,
HTL,2022,L5,gross_profit,640794,680379.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
HTL,2022,L5,inventory,2868897798,717195.0,VLM vs parser,
HTL,2022,L5,revenue,6857496,3080493.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
HTL,2022,L5,total_assets,9137441272,5757980.0,VLM vs parser,
HTL,2022,L5,total_equity,4142546756,3492573.0,VLM vs parser,
HTL,2022,L5,total_liabilities,4994894516,2265407.0,VLM vs parser,
HTL,2023,L1,TA=TL+Eq,7395018,3575895401,,
HTL,2023,L2,cash,239412,335750000.0,prior-year overlap,
HTL,2023,L2,revenue,15531692,5180500000.0,prior-year overlap,
HTL,2023,L2,total_assets,7395018,8114098000.0,prior-year overlap,
HTL,2023,L2,total_equity,3822945,3680405000.0,prior-year overlap,
HTL,2023,L2,total_liabilities,3572072456,4433693000.0,prior-year overlap,
HTL,2023,L3,Eq,3822945,4142546756,YoY x0.0,
HTL,2023,L3,TA,7395018,9137441272,YoY x0.0,
HTL,2023,L5,cash,239412,292128.0,VLM vs parser,
HTL,2023,L5,cost_of_sales,-13944983,-3594989.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
HTL,2023,L5,current_assets,2622884,3253394.0,VLM vs parser,
HTL,2023,L5,current_liabilities,3063434,3277980.0,VLM vs parser,
HTL,2023,L5,gross_profit,1586709,347060.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
HTL,2023,L5,inventory,1102921,1254761.0,VLM vs parser,
HTL,2023,L5,ppe,2589503,2549470.0,VLM vs parser,
HTL,2023,L5,revenue,15531692,3942049.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
HTL,2023,L5,total_assets,7395018,7812984.0,VLM vs parser,
HTL,2023,L5,total_equity,3822945,4041749.0,VLM vs parser,
HTL,2023,L5,total_liabilities,3572072456,3771235.0,VLM vs parser,
HTL,2024,L2,cash,352417143,85737.0,prior-year overlap,
HTL,2024,L2,revenue,24016482,9052557.0,prior-year overlap,
HTL,2024,L2,total_assets,9010419557,8253043.0,prior-year overlap,
HTL,2024,L2,total_equity,3938360681,3768820.0,prior-year overlap,
HTL,2024,L2,total_liabilities,5072058876,4484224.0,prior-year overlap,
HTL,2024,L3,Eq,3938360681,3822945,YoY x1030.2,
HTL,2024,L3,TA,9010419557,7395018,YoY x1218.4,
HTL,2024,L5,cash,352417143,236627.0,VLM vs parser,
HTL,2024,L5,current_assets,4026989874,3081348.0,VLM vs parser,
HTL,2024,L5,current_liabilities,4559425464,3498605.0,VLM vs parser,
HTL,2024,L5,inventory,1789235831,1282686.0,VLM vs parser,
HTL,2024,L5,total_assets,9010419557,7683325.0,VLM vs parser,
HTL,2024,L5,total_equity,3938360681,3705991.0,VLM vs parser,
HTL,2024,L5,total_liabilities,5072058876,3977334.0,VLM vs parser,
HTL,2025,L3,Eq,3687791,3938360681,YoY x0.0,
HTL,2025,L3,TA,8058637,9010419557,YoY x0.0,
HTL,2025,L5,cash,145890,71907.0,VLM vs parser,
HTL,2025,L5,current_assets,3103223,3543755.0,VLM vs parser,
HTL,2025,L5,current_liabilities,3963179,3898483.0,VLM vs parser,
HTL,2025,L5,inventory,731023,1429151.0,VLM vs parser,
HTL,2025,L5,total_assets,8058637,8413728.0,VLM vs parser,
HTL,2025,L5,total_equity,3687791,4020170.0,VLM vs parser,
HUMNL,2017,L5,current_liabilities,528382386,1094184811.0,VLM vs parser,
HUSI,2018,L3,Eq,-950034,,negative equity,
HUSI,2019,L3,Eq,-944567,,negative equity,
HUSI,2020,L3,Eq,-942104,,negative equity,
HUSI,2021,L3,Eq,-560032.747,,negative equity,
HUSI,2022,L3,Eq,-500037.228,,negative equity,
HUSI,2024,L3,Eq,-76396.146,,negative equity,
HUSI,2025,L3,Eq,-48100.043,,negative equity,
HWQS,2014,L3,Eq,-759736.506,,negative equity,
HWQS,2016,L3,Sales,879.366,1380222.141,YoY x0.0,
HWQS,2020,L2,net_income,-362.123,-362123.497,prior-year overlap,
HWQS,2021,L3,Eq,-1593470.651,,negative equity,
IBFL,2013,L2.5,net_income,5534166564.0,1583.0,summary-vs-audited,
IBFL,2013,L2.5,revenue,38839262069.0,21550.0,summary-vs-audited,
IBFL,2013,L2.5,total_assets,49235233136,23857.0,summary-vs-audited,
IBFL,2013,L5,current_liabilities,9498806366,53011535708.0,VLM vs parser,
IBFL,2014,L2.5,net_income,874242296.0,874.0,summary-vs-audited,
IBFL,2014,L2.5,revenue,47972161921.0,47972.0,summary-vs-audited,
IBFL,2014,L2.5,total_assets,47977357421,47977.0,summary-vs-audited,
IBFL,2014,L5,current_liabilities,7691244360,52626857883.0,VLM vs parser,
IBFL,2015,L2.5,net_income,802788086.0,803.0,summary-vs-audited,parser summary misaligned (known bug); audited value confirmed: VLM==parser
IBFL,2015,L2.5,revenue,37273570267.0,37274.0,summary-vs-audited,parser summary misaligned (known bug); audited value confirmed: VLM==parser
IBFL,2015,L2.5,total_assets,49603947782,49604.0,summary-vs-audited,
IBFL,2015,L3,Eq,27345945813,26523711.341,YoY x1031.0,
IBFL,2015,L3,Sales,37273570267.0,47972161.921,YoY x777.0,
IBFL,2015,L3,TA,49603947782,47977357.421,YoY x1033.9,
IBFL,2015,L5,current_liabilities,9780912916,52604899520.0,VLM vs parser,
IBFL,2016,L2.5,net_income,1535276881.0,1535.0,summary-vs-audited,
IBFL,2016,L2.5,revenue,34709815423.0,34710.0,summary-vs-audited,
IBFL,2016,L3,Sales,34709815.423,37273570267.0,YoY x0.0,
IBFL,2017,L2.5,net_income,8479629552.0,8480.0,summary-vs-audited,
IBFL,2017,L2.5,revenue,39910714612.0,39911.0,summary-vs-audited,
IBFL,2017,L2.5,total_assets,52280715671,52281.0,summary-vs-audited,
IBFL,2017,L5,current_liabilities,8897165803,67054722694.0,VLM vs parser,
IBFL,2020,L2,cash,18079.674,53101.261,prior-year overlap,
IBFL,2020,L2,revenue,47078366.164,70607072.729,prior-year overlap,
IBLHL,2017,L5,inventory,22294,222940.0,VLM vs parser,
IBLHL,2019,L5,current_assets,1525168,1656450.0,VLM vs parser,
IBLHL,2020,L5,current_assets,1862520,1950061.0,VLM vs parser,
ICI,2015,L2,total_equity,13293538,12717080.0,prior-year overlap,
ICI,2016,L1,TA=TL+Eq,30588030,29758385,,
ICI,2020,L2,net_income,3029003,3095858.0,prior-year overlap,
ICI,2020,L2,total_assets,42123386,41509111.0,prior-year overlap,
ICI,2020,L2,total_equity,20763055,20231807.0,prior-year overlap,
ICI,2022,L5,gross_profit,1819045,18619045.0,VLM vs parser,
ICIBL,2018,L5,current_assets,514170529,531335389.0,VLM vs parser,
ICIBL,2019,L5,current_assets,536436020,569336020.0,VLM vs parser,
ICIBL,2019,L5,current_liabilities,495143582,528043582.0,VLM vs parser,
ICL,2023,L5,current_assets,6827563,7052089.0,VLM vs parser,
ICL,2024,L5,current_liabilities,6569718,6837750.0,VLM vs parser,
IDRT,2014,L1,TA=TL+Eq,2474461311,3046602039,,
IDYM,2015,L2,total_assets,15667103,2835665.0,prior-year overlap,
IDYM,2015,L2,total_liabilities,6336238,458558.0,prior-year overlap,
IDYM,2016,L2,total_assets,16782496,3456181.0,prior-year overlap,
IDYM,2016,L2,total_liabilities,7364461,1061650.0,prior-year overlap,
IDYM,2016,L5,total_assets,16782496,3456181.0,VLM vs parser,
IDYM,2016,L5,total_liabilities,7364461,1061650.0,VLM vs parser,
IDYM,2017,L1,TA=TL+Eq,17229879,19272778,,
IDYM,2017,L2,net_income,685835,1035345.0,prior-year overlap,
IDYM,2017,L2,revenue,19757064,27573192.0,prior-year overlap,
IDYM,2017,L5,total_assets,17229879,4044544.0,VLM vs parser,
IDYM,2017,L5,total_liabilities,7306347,1589845.0,VLM vs parser,
IGIHL,2024,L5,current_liabilities,314204,887192.0,VLM vs parser,
IGIL,2017,L3,TA,19999844,956249.0,YoY x20.9,
IGIL,2017,L5,total_assets,19999844,951296.0,VLM vs parser,
ILTM,2016,L5,cash,18425,18425466.0,VLM vs parser,
ILTM,2018,L2,net_income,12517.0,460073.431,prior-year overlap,
ILTM,2020,L3,TA,8509128727,9890138.575,YoY x860.4,
IMAGE,2021,L5,current_assets,1213197401,3283956635.0,VLM vs parser,
IMAGE,2023,L5,current_assets,2007637252,1612961279.0,VLM vs parser,
IML,2023,L2,cash,1132361,1030914.0,prior-year overlap,
IML,2024,L5,current_assets,2980253,1106873.0,VLM vs parser,
IML,2024,L5,current_liabilities,594621,14753339.0,VLM vs parser,
IML,2025,L5,current_assets,3016727,11866658.0,VLM vs parser,
IMSL,2015,L2,total_assets,4466951,16168901.0,prior-year overlap,
IMSL,2015,L2,total_equity,1309887,1339948.0,prior-year overlap,
INDU,2014,L5,current_assets,20038312,21151628.0,VLM vs parser,
INDU,2015,L5,current_assets,40225150,82838531.0,VLM vs parser,
INIL,2013,L2,total_equity,5982459,4339158.0,prior-year overlap,
INIL,2013,L5,current_liabilities,7865758,8186591.0,VLM vs parser,
INIL,2014,L2,total_equity,6004148,4422512.0,prior-year overlap,
INIL,2015,L2,total_equity,6343253,4782168.0,prior-year overlap,
INIL,2015,L5,current_assets,6752030,7070153.0,VLM vs parser,
INIL,2016,L2,total_equity,7306504,5202495.0,prior-year overlap,
INIL,2016,L5,current_liabilities,5338027,5102153.0,VLM vs parser,
INIL,2017,L5,current_assets,10618504,10906167.0,VLM vs parser,
INIL,2018,L5,total_assets,22465050,18516278.0,VLM vs parser,
INIL,2019,L5,current_assets,14882540,29365080.0,VLM vs parser,
ISIL,2013,L2,revenue,10177476.104,11570832.831,prior-year overlap,
ISIL,2014,L1,Sales-COGS=GP,3892055453.0,2136261336.0,,
ISIL,2015,L2,cash,29092.389,29092389.0,prior-year overlap,
ISIL,2015,L2,net_income,639566.465,639566465.0,prior-year overlap,
ISIL,2015,L2,revenue,12241529.938,14317046845.0,prior-year overlap,
ISIL,2015,L2,total_liabilities,10300805.217,10300805217.0,prior-year overlap,
ISIL,2016,L2.5,total_assets,20603574770,2060357.0,summary-vs-audited,
ISIL,2016,L3,Sales,20004.048,12241529.938,YoY x0.0,
ISIL,2016,L5,current_assets,8296453144,8296453.0,VLM vs parser,
ISIL,2016,L5,current_liabilities,8407435652,8407.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
ISIL,2016,L5,inventory,5749920212,749920212.0,VLM vs parser,
ISIL,2016,L5,total_assets,20603574770,20603574.0,VLM vs parser,
ISIL,2017,L2,cash,7883443.103,32655.755,prior-year overlap,
ISIL,2017,L2,total_assets,36594013.145,22238728.124,prior-year overlap,
ISIL,2018,L2.5,net_income,1412191491.0,1790.0,summary-vs-audited,
ISIL,2018,L2.5,total_assets,23072448670,245132.0,summary-vs-audited,
ISIL,2019,L1,Sales-COGS=GP,13274290553.0,6354018139.0,,
ISIL,2019,L2.5,net_income,966597842.0,335298599.0,summary-vs-audited,
ISIL,2019,L2.5,total_assets,26964495534,1438266609.0,summary-vs-audited,
ISIL,2019,L2.5,total_liabilities,19590248874,572723182.0,summary-vs-audited,
ISIL,2020,L1,Sales-COGS=GP,14466207123.0,6877624346.0,,
ISIL,2023,L2.5,total_assets,73055597734,9992990794.0,summary-vs-audited,
ISIL,2023,L2.5,total_liabilities,55339862477,6027069638.0,summary-vs-audited,
ISIL,2024,L1,Sales-COGS=GP,36624548983.0,24021710884.0,,
ISL,2014,L2,net_income,2990077,689735.0,prior-year overlap,
ISL,2017,L2.5,total_assets,26371095,20984.0,summary-vs-audited,parser summary misaligned (known bug); audited value confirmed: VLM==parser
ISL,2019,L2,revenue,55061879,57484354.0,prior-year overlap,
ISL,2024,L5,current_liabilities,18733013,19655004.0,VLM vs parser,
ISL,2025,L5,current_assets,28461498,47578955.0,VLM vs parser,
ISL,2025,L5,current_liabilities,22314184,37327601.0,VLM vs parser,
ITTEFAQ,2019,L5,cost_of_sales,6170255565,3490.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
ITTEFAQ,2019,L5,current_assets,4699771664,3142.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
ITTEFAQ,2019,L5,current_liabilities,1842751550,2593.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
ITTEFAQ,2019,L5,gross_profit,639530896,352.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
ITTEFAQ,2019,L5,net_income,198190844,65.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
ITTEFAQ,2019,L5,revenue,6809786461,3842.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
ITTEFAQ,2019,L5,total_assets,6422255132,4738.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
ITTEFAQ,2019,L5,total_liabilities,2323323637,3067.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
ITTEFAQ,2020,L1,Sales-COGS=GP,-2982444463,17555537,,
ITTEFAQ,2020,L3,Sales,385124.629,6809786.461,YoY x0.1,
ITTEFAQ,2020,L5,cost_of_sales,3367569092,3562.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
ITTEFAQ,2020,L5,current_assets,4442819049,2536.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
ITTEFAQ,2020,L5,current_liabilities,1965106207,1741.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
ITTEFAQ,2020,L5,gross_profit,17555537,356.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
ITTEFAQ,2020,L5,net_income,-238925792,88.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
ITTEFAQ,2020,L5,revenue,385124629,3917.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
ITTEFAQ,2020,L5,total_assets,6408306473,4006.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
ITTEFAQ,2020,L5,total_liabilities,2428946472,2244.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
ITTEFAQ,2021,L3,Sales,6200915.07,385124.629,YoY x16.1,
ITTEFAQ,2021,L5,cost_of_sales,5554967132,5578.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
ITTEFAQ,2021,L5,current_assets,5385490253,2510.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
ITTEFAQ,2021,L5,current_liabilities,2455861182,1651.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
ITTEFAQ,2021,L5,gross_profit,645947938,83.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
ITTEFAQ,2021,L5,net_income,266761003,33.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
ITTEFAQ,2021,L5,revenue,6200915070,6198.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
ITTEFAQ,2021,L5,total_assets,7455057988,3950.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
ITTEFAQ,2021,L5,total_liabilities,3013699786,2156.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
JATM,2023,L3,Sales,33685.7,1945515.349,YoY x0.0,
JATM,2025,L3,Sales,1430987.885,129953.74,YoY x11.0,
JDMT,2019,L5,current_assets,1244097,1258017.0,VLM vs parser,
JDMT,2025,L5,current_liabilities,1423659,2595601.0,VLM vs parser,
JDWS,2013,L1,Sales-COGS=GP,4534785636.0,3201870404.0,,
JDWS,2013,L5,current_assets,9040594367,588561594.0,VLM vs parser,
JDWS,2013,L5,current_liabilities,11542578291,8451030999.0,VLM vs parser,
JDWS,2014,L1,Sales-COGS=GP,5021035175.0,3228765091.0,,
JDWS,2014,L5,current_assets,11387872452,11587874466.0,VLM vs parser,
JDWS,2015,L1,Sales-COGS=GP,7184721151.0,4865547336.0,,
JDWS,2015,L5,cash,49559526,29.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
JDWS,2015,L5,current_assets,11518593808,10790132173.0,VLM vs parser,
JDWS,2016,L1,Sales-COGS=GP,9289774171.0,6454482154.0,,
JDWS,2018,L1,Sales-COGS=GP,6103354239.0,3116384253.0,,
JDWS,2019,L1,Sales-COGS=GP,10820374459.0,5216185433.0,,
JDWS,2019,L1,TA=TL+Eq,48260224877,57033089353,,
JDWS,2022,L1,TA=TL+Eq,46495600063,63400657190,,
JDWS,2025,L5,current_liabilities,29451453338,30304286035.0,VLM vs parser,
JGICL,2015,L3,Sales,415080,3644630,YoY x0.1,
JGICL,2023,L5,net_income,2995617,5.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
JGICL,2023,L5,total_assets,37234539,10.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
JKSM,2013,L2,total_equity,3008247,2400047.0,prior-year overlap,
JKSM,2013,L2.5,revenue,8918973,5000.0,summary-vs-audited,parser summary misaligned (known bug); audited value confirmed: VLM==parser
JKSM,2014,L2,total_equity,3298536,2733721.0,prior-year overlap,
JKSM,2015,L2,total_equity,3305679,2777718.0,prior-year overlap,
JKSM,2016,L2,total_equity,3032098,2853464.0,prior-year overlap,
JKSM,2017,L1,TA=TL+Eq,6163736,5939105.0,,
JOPP,2017,L2.5,revenue,22924,22324.0,summary-vs-audited,parser summary misaligned (known bug); audited value confirmed: VLM==parser
JOPP,2018,L5,current_assets,32823,528472.0,VLM vs parser,
JOPP,2023,L5,current_liabilities,376606,443491.0,VLM vs parser,
JSBL,2015,L3,TA,220806686,53921.0,YoY x4095.0,
JSBL,2024,L3,TA,636107000.0,589432.0,YoY x1079.2,
JSCL,2023,L5,current_liabilities,671590,729099.0,VLM vs parser,
JSGCL,2017,L5,current_liabilities,3762454257,1161037703.0,VLM vs parser,
JSGCL,2020,L5,current_liabilities,2888538170,4328.95,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
JSGCL,2025,L5,cash,3225591380,2919864737.0,VLM vs parser,
JSGCL,2025,L5,current_liabilities,7866158643,21654182926.0,VLM vs parser,
JSIL,2020,L5,cash,9433434,12743292.0,VLM vs parser,
JSIL,2020,L5,current_assets,1854113189,2186126018.0,VLM vs parser,
JSIL,2020,L5,current_liabilities,193269219,451746974.0,VLM vs parser,
JSIL,2020,L5,total_assets,2305289164,2586123560.0,VLM vs parser,
JSIL,2020,L5,total_liabilities,530302379,278373770.0,VLM vs parser,
JSIL,2025,L5,current_assets,972920461,993823440.0,VLM vs parser,
JSIL,2025,L5,current_liabilities,570449438,1470449438.0,VLM vs parser,
